text,value
bhosad,1
bumchod,1
bum,1
bur,1
chatani,1
cunt,1
cuntmama,1
chipkali,1
pasine,1
jhaat,1
chodela,1
bhagatchod,1
chhola,1
chudai,1
chudaikhana,1
chunni,1
choot,1
bhoot,1
dhakkan,1
bhajiye,1
fateychu,1
gandnatije,1
lundtopi,1
gaandu,1
gaandfat,1
gaandmasti,1
makhanchudai,1
gaandmarau,1
gandu,1
chaatu kaar krta h tu,1
teri gaand ko chaatu kya,1
beej,1
choosu,1
fakeerchod,1
lundoos,1
shorba,1
binbheja,1
bhadwe,1
parichod,1
nirodh,1
pucchi ,1
baajer,1
choud,1
bhosda,1
sadi,1
choos choos ke patla krdunga,1
aam choosana mujhe pasand h,1
tere to bare bare h choosne mein maja ayegi,1
maka,1
chinaal,1
gadde,1
joon,1
chullugand,1
doob,1
khatmal,1
gandkate,1
bambu,1
lassan,1
danda mat kro ,1
danda maarke sujadengey,1
keera,1
keeda,1
hazaarchu,1
paidaishikeeda,1
behendi,1
chus,1
machudi,1
chodoonga,1
baapchu,1
laltern,1
suhaagchudai,1
raatchuda,1
kaalu,1
neech,1
chikna,1
meetha,1
beechka,1
chooche,1
patichod,1
rundi,1
makkhi,1
biwichod,1
chodhunga,1
haathi,1
,
chodun,1
chatri,1
chode,1
chodho,1
mullekatue,1
mullikatui,1
mullekebaal,1
momedankatue,1
katua,1
chutiyapa,1
bc,1
mc,1
chudwaya,1
kutti,1
jungli,1
vahiyaat,1
jihadi,1
suar,1
ch,1
chorna,1
marwaliye,1
